"theme","type","type-acronyme","organisme","organisme-acronyme","url","email","telephone"
"Économie, finances, consommation","Direction départementale des finances publiques",,"Direction départementale des finances publiques (DDFIP) - Meurthe-et-Moselle",,,,
"Économie, finances, consommation","Direction départementale des finances publiques",,"Direction départementale des finances publiques (DDFIP) - Meuse",,,,
"Économie, finances, consommation","Direction départementale des finances publiques",,"Direction départementale des finances publiques (DDFIP) - Morbihan",,,,
"Économie, finances, consommation","Direction départementale des finances publiques",,"Direction départementale des finances publiques (DDFIP) - Moselle",,,,
"Économie, finances, consommation","Direction départementale des finances publiques",,"Direction départementale des finances publiques (DDFIP) - Nièvre",,,,
"Économie, finances, consommation","Direction départementale des finances publiques",,"Direction départementale des finances publiques (DDFIP) - Nord",,,,
"Économie, finances, consommation","Direction départementale des finances publiques",,"Direction départementale des finances publiques (DDFIP) - Oise",,,,
"Économie, finances, consommation","Direction départementale des finances publiques",,"Direction départementale des finances publiques (DDFIP) - Orne",,,,
"Économie, finances, consommation","Direction départementale des finances publiques",,"Direction départementale des finances publiques (DDFIP) - Paris",,,,
"Économie, finances, consommation","Direction départementale des finances publiques",,"Direction départementale des finances publiques (DDFIP) - Pas-de-Calais",,,,
"Économie, finances, consommation","Direction départementale des finances publiques",,"Direction départementale des finances publiques (DDFIP) - Puy-de-Dôme",,,,
"Économie, finances, consommation","Direction départementale des finances publiques",,"Direction départementale des finances publiques (DDFIP) - Pyrénées-Atlantiques",,,,
"Économie, finances, consommation","Direction départementale des finances publiques",,"Direction départementale des finances publiques (DDFIP) - Pyrénées-Orientales",,,,
"Économie, finances, consommation","Direction départementale des finances publiques",,"Direction départementale des finances publiques (DDFIP) - Saône-et-Loire",,,,
"Économie, finances, consommation","Direction départementale des finances publiques",,"Direction départementale des finances publiques (DDFIP) - Sarthe",,,,
"Économie, finances, consommation","Direction départementale des finances publiques",,"Direction départementale des finances publiques (DDFIP) - Savoie",,,,
"Économie, finances, consommation","Direction départementale des finances publiques",,"Direction départementale des finances publiques (DDFIP) - Seine-et-Marne",,,,
"Économie, finances, consommation","Direction départementale des finances publiques",,"Direction départementale des finances publiques (DDFIP) - Seine-Maritime",,,,
"Économie, finances, consommation","Direction départementale des finances publiques",,"Direction départementale des finances publiques (DDFIP) - Seine-Saint-Denis",,,,
"Économie, finances, consommation","Direction départementale des finances publiques",,"Direction départementale des finances publiques (DDFIP) -  Somme",,,,
"Économie, finances, consommation","Direction départementale des finances publiques",,"Direction départementale des finances publiques (DDFIP) - Tarn",,,,
"Économie, finances, consommation","Direction départementale des finances publiques",,"Direction départementale des finances publiques (DDFIP) - Tarn-et-Garonne",,,,
"Économie, finances, consommation","Direction départementale des finances publiques",,"Direction départementale des finances publiques (DDFIP) - Territoire-de-Belfort",,,,
"Économie, finances, consommation","Direction départementale des finances publiques",,"Direction départementale des finances publiques (DDFIP) - Val-d'Oise",,,,
"Économie, finances, consommation","Direction départementale des finances publiques",,"Direction départementale des finances publiques (DDFIP) - Val-de-Marne",,,,
"Économie, finances, consommation","Direction départementale des finances publiques",,"Direction départementale des finances publiques (DDFIP) - Var",,,,
"Économie, finances, consommation","Direction départementale des finances publiques",,"Direction départementale des finances publiques (DDFIP) - Vaucluse",,,,
"Économie, finances, consommation","Direction départementale des finances publiques",,"Direction départementale des finances publiques (DDFIP) - Vendée",,,,
"Économie, finances, consommation","Direction départementale des finances publiques",,"Direction départementale des finances publiques (DDFIP) - Vienne",,,,
"Économie, finances, consommation","Direction départementale des finances publiques",,"Direction départementale des finances publiques (DDFIP) - Vosges",,,,
"Économie, finances, consommation","Direction départementale des finances publiques",,"Direction départementale des finances publiques (DDFIP) - Yonne",,,,
"Économie, finances, consommation","Direction départementale des finances publiques",,"Direction départementale des finances publiques (DDFIP) - Yvelines",,,,
"Économie, finances, consommation","Direction régionale de l'alimentation, de l'agriculture et de la forêt",,"Direction de l'alimentation, de l'agriculture et de la forêt (DAAF) - Guadeloupe",,,,
"Économie, finances, consommation","Direction régionale de l'alimentation, de l'agriculture et de la forêt",,"Direction de l'alimentation, de l'agriculture et de la forêt (DAAF) - La Réunion",,,,
"Économie, finances, consommation","Direction régionale de l'alimentation, de l'agriculture et de la forêt",,"Direction de l'alimentation, de l'agriculture et de la forêt (DAAF) - Martinique",,,,
"Économie, finances, consommation","Direction régionale de l'alimentation, de l'agriculture et de la forêt",,"Direction de l'alimentation, de l'agriculture et de la forêt (DAAF) - Mayotte",,,,
"Économie, finances, consommation","Direction régionale de l'alimentation, de l'agriculture et de la forêt",,"Direction régionale et interdépartementale de l'alimentation, de l'agriculture et de la forêt (DRIAAF) - Île-de-France",,,,
